TestCase,rTDATA,IMC,ICC,IPC,DPHC,rDirectness,tLOC,aLOC,UT,NKM,NSM,dNKM,dNSM,MutationScore,dMutationScore,TOP,dTOP
com.helger.commons.datetime.OffsetDateTest.testWithDayOfYear_illegal,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithDayOfYear_invalid,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithDayOfYear_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testWithDayOfYear_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWithMonth_int_adjustDay,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWithMonth_int_invalid,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithMonth_int_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testWithMonth_int_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWithOffsetSameLocal,0,7,2,2,1,0.38,8,17,1,5,6,1,0,0.45,1,0,1
com.helger.commons.datetime.OffsetDateTest.testWithOffsetSameLocal_noChange,0,6,2,2,1,0.18,7,21,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testWithOffsetSameLocal_null,0,3,2,2,1,0.17,5,10,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithYear_int_adjustDay,0,6,2,2,1,0.12,7,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.OffsetDateTest.testWithYear_int_invalid,0,3,2,2,1,0.17,5,10,1,2,4,0,0,0.33,0,0,0
com.helger.commons.datetime.OffsetDateTest.testWithYear_int_noChange,0,6,2,2,1,0.12,6,20,1,5,5,2,0,0.5,1,0,1
com.helger.commons.datetime.OffsetDateTest.testWithYear_int_normal,0,6,2,2,1,0.12,6,20,1,6,6,1,1,0.5,0.5,0,0
com.helger.commons.datetime.PDTConfigTest.testTimeZones,0,9,3,3,1,0.5,14,26,1,7,11,4,0,0.39,1,0,0
com.helger.commons.datetime.PDTConfigTest.testYearThan9999,0,1,1,1,1,1,10,1,0,1,0,0,0,1,0,1,0
com.helger.commons.datetime.PDTFactoryTest.testCreateLocalDate,0,17,2,1,1,0.71,17,17,1,23,1,5,0,0.96,1,1,1
com.helger.commons.datetime.PDTFactoryTest.testCreateLocalTime,0,16,2,1,1,0.62,15,16,1,21,3,4,0,0.88,1,1,1
com.helger.commons.datetime.PDTFactoryTest.testCurrent,0,63,7,2,1,0.35,38,119,1,61,22,7,2,0.73,0.78,1,0
com.helger.commons.datetime.PDTFormatPatternsTest.testGetPattern,0,26,6,6,1,0.72,52,40,1,11,42,3,1,0.21,0.75,0,0
com.helger.commons.datetime.PDTFormatterTest.testGetDefault,0,30,15,10,1,0.01,15,151,1,17,102,0,5,0.14,0,0,0
com.helger.commons.datetime.PDTFormatterTest.testGetDefaultFormatter,0,61,25,14,1,0.04,13,300,1,48,121,0,10,0.28,0,0,0
com.helger.commons.datetime.PDTFormatterTest.testGetForPattern,0,40,19,13,1,0.06,10,179,1,24,110,1,5,0.18,0.17,0,0
com.helger.commons.datetime.PDTFormatterTest.testLeadingZero,0,56,23,12,1,0.01,12,286,1,50,107,4,9,0.32,0.31,0,0
com.helger.commons.datetime.PDTFormatterTest.testPrintAndParseDate,0,52,22,11,1,0,10,267,1,23,128,0,9,0.15,0,0,0
com.helger.commons.datetime.PDTFormatterTest.testPrintDateExplicit,0,52,22,11,1,0,14,267,1,24,111,1,4,0.18,0.2,0,0
com.helger.commons.datetime.PDTFormatterTest.testSpecialCases,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
com.helger.commons.datetime.PDTFromStringTest.testDateTimeFromString,0,48,20,11,1,0.04,15,219,1,24,107,0,5,0.18,0,0,0
com.helger.commons.datetime.PDTFromStringTest.testDefaultToStringAndBack,0,6,2,1,1,0.67,14,6,0,6,0,0,0,1,0,1,0
com.helger.commons.datetime.PDTFromStringTest.testFromString,0,49,21,11,1,0.04,17,220,1,24,108,1,5,0.18,0.17,0,0
com.helger.commons.datetime.PDTFromStringTest.testLocalDateFromString,0,78,32,13,1,0.03,19,385,1,34,152,2,10,0.18,0.17,0,0
com.helger.commons.datetime.PDTToStringTest.testGetAsStringDate,0,68,26,11,1,0.06,24,321,1,50,127,7,9,0.28,0.44,0,0
com.helger.commons.datetime.PDTToStringTest.testGetAsStringDateTime,0,74,27,12,1,0.12,32,325,1,0,0,0,0,0,0,0,0
com.helger.commons.datetime.PDTToStringTest.testGetAsStringTime,0,64,25,11,1,0.07,18,300,1,44,121,6,5,0.27,0.55,0,0
com.helger.commons.datetime.PDTWebDateHelperTest.testRfc822,0,79,29,12,1,0.05,29,371,1,95,136,5,8,0.41,0.38,0,0
com.helger.commons.datetime.PDTWebDateHelperTest.testW3CTime,0,81,27,12,1,0.06,27,316,1,102,131,7,7,0.44,0.5,0,0
com.helger.commons.datetime.PDTWebDateHelperTest.testXSDDateTime,0,12,5,3,1,0.13,7,23,1,12,17,1,0,0.41,1,0,0
com.helger.commons.datetime.PDTWebDateHelperTest.testXSDLocalDate,0,10,6,3,1,0.17,8,18,1,10,14,4,0,0.42,1,0,1
com.helger.commons.datetime.PDTWebDateHelperTest.testXSDLocalDateTime,0,19,6,3,1,0.17,27,35,1,19,19,3,1,0.5,0.75,0,0
com.helger.commons.datetime.PDTWebDateHelperTest.testXSDLocalTime,0,12,6,3,1,0.15,15,20,1,12,15,3,0,0.44,1,0,1
com.helger.commons.datetime.PDTWebDateHelperTest.testXSDOffsetTime,0,22,7,3,1,0.03,15,123,1,12,21,4,1,0.36,0.8,0,0
com.helger.commons.datetime.PDTWebDateHelperTest.testXSDXMLOffsetTime,0,26,9,4,1,0.13,15,99,1,32,29,6,0,0.52,1,0,1
com.helger.commons.datetime.XMLOffsetDateTest.testAdjustInto,0,6,2,2,1,0.45,8,16,1,4,6,2,0,0.4,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testAtTime_Local,0,5,2,2,1,0.18,6,16,1,3,6,0,0,0.33,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testAtTime_Local_nullLocalTime,0,4,2,2,1,0.1,6,15,1,0,8,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testCompareTo_24hourDifference,0,16,7,6,1,0.1,11,88,1,12,52,1,3,0.19,0.25,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testCompareTo_both,0,32,15,10,1,0.07,11,144,1,13,82,0,6,0.14,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testCompareTo_date,0,9,4,3,1,0.25,11,37,1,4,13,1,0,0.24,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testCompareTo_null,0,3,2,2,1,0.17,6,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testCompareTo_offset,0,16,7,6,1,0.1,11,88,1,16,48,2,2,0.25,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testCompareToNonOffsetDate,0,3,2,2,1,0.17,6,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testConstant_MAX,0,25,10,7,1,0.07,14,112,1,18,53,0,2,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testConstant_MIN,0,25,10,7,1,0.07,14,112,1,18,53,0,2,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testConstructor_nullDate,0,3,2,2,1,0.17,5,11,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testConstructor_nullOffset,1,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testConvert,0,30,12,7,1,0.06,25,116,1,55,60,0,4,0.48,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_false_day_differs,0,4,2,2,1,0.58,17,17,1,2,7,1,0,0.22,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_false_month_differs,0,4,2,2,1,0.58,17,17,1,2,7,1,0,0.22,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_false_offset_differs,0,13,7,6,1,0.09,17,80,1,11,44,1,0,0.2,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_false_year_differs,0,4,2,2,1,0.58,17,17,1,2,7,1,0,0.22,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_itself_true,0,4,2,2,1,0.58,5,17,1,2,5,0,0,0.29,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_string_false,0,4,2,2,1,0.58,5,17,1,2,6,0,0,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testEquals_true,0,31,16,10,1,0.07,18,133,1,14,77,0,4,0.15,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intMonthInt,0,25,10,7,1,0.07,15,112,1,18,53,0,2,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints,0,25,10,7,1,0.07,15,112,1,18,53,0,2,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints_dayTooHigh,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints_dayTooLow,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints_monthTooHigh,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints_monthTooLow,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints_nullOffset,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_ints_yearTooLow,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsMonthOffset,0,7,4,3,1,0.04,5,32,1,4,11,0,1,0.27,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsMonthOffset_dayTooHigh,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsMonthOffset_dayTooLow,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsMonthOffset_nullMonth,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsMonthOffset_nullOffset,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsMonthOffset_yearTooLow,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_intsOffset,0,25,10,7,1,0.07,15,112,1,18,53,0,2,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_LocalDateZoneOffset,0,25,10,7,1,0.07,16,112,1,18,53,0,2,0.25,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_LocalDateZoneOffset_nullDate,0,3,2,2,1,0.17,5,11,1,3,3,0,0,0.5,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_of_LocalDateZoneOffset_nullOffset,0,3,2,2,1,0.17,6,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_formatter,0,9,4,3,1,0.08,7,44,1,7,11,0,1,0.39,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_formatter_nullFormatter,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_formatter_nullText,0,4,2,2,1,0.12,6,13,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_illegalValue,0,4,2,2,1,0.12,5,13,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_invalidText,0,4,2,2,1,0.12,6,13,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_invalidValue,0,4,2,2,1,0.12,5,13,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_nullText,0,4,2,2,1,0.12,5,13,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFactory_parse_validText,0,10,2,2,1,0.26,35,28,1,7,7,0,0,0.5,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFormat_formatter,0,5,2,2,1,0.2,7,20,1,4,6,1,0,0.4,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFormat_formatter_null,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFrom_TemporalAccessor_invalid_noDerive,0,4,2,2,1,0.06,5,21,1,0,7,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFrom_TemporalAccessor_null,0,4,2,2,1,0.06,5,21,1,0,7,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFrom_TemporalAccessor_OD,0,5,2,2,1,0.5,5,27,1,3,6,0,0,0.33,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testFrom_TemporalAccessor_ZDT,0,8,4,3,1,0.3,6,42,1,6,11,0,1,0.35,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testGet_OffsetDate,0,11,2,2,1,0.64,24,19,1,10,5,2,0,0.67,1,0,1
com.helger.commons.datetime.XMLOffsetDateTest.testGet_TemporalField,0,6,2,2,1,0.11,11,24,1,11,5,1,0,0.69,1,0,1
com.helger.commons.datetime.XMLOffsetDateTest.testGetLong_TemporalField,0,4,2,2,1,0.62,11,18,1,6,5,0,0,0.55,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testIsAfter_null,0,4,2,2,1,0.11,6,14,1,0,10,0,2,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testIsBefore_null,0,4,2,2,1,0.11,6,14,1,0,10,0,2,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testIsBeforeIsAfterIsEqual_instantComparison,0,7,2,2,1,0.33,18,17,1,9,9,2,3,0.5,0.4,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testIsBeforeIsAfterIsEqual1,0,7,2,2,1,0.33,18,17,1,11,7,3,2,0.61,0.6,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testIsBeforeIsAfterIsEqual2,0,7,2,2,1,0.33,18,17,1,12,6,5,0,0.67,1,0,1
com.helger.commons.datetime.XMLOffsetDateTest.testIsEqual_null,0,4,2,2,1,0.11,6,14,1,0,10,0,2,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testIsSupported_TemporalUnit,0,4,2,2,1,0.44,21,14,1,5,6,3,0,0.45,1,0,1
com.helger.commons.datetime.XMLOffsetDateTest.testMinus_MinusAdjuster,0,12,4,3,1,0.05,7,47,1,11,14,2,3,0.44,0.4,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinus_MinusAdjuster_noChange,0,6,2,2,1,0.1,7,25,1,3,7,0,2,0.3,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinus_MinusAdjuster_zero,0,6,2,2,1,0.1,6,25,1,3,7,0,2,0.3,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_invalidTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_invalidTooSmall,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_maximum,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_minimum,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_negative,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_negativeAcrossYear,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_negativeOverYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_noChange,0,9,4,3,1,0.06,6,36,1,6,10,2,0,0.38,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_normal,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_overflowTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_overflowTooSmall,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_overLeapYears,0,10,4,3,1,0.09,6,37,1,8,11,2,1,0.42,0.67,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_overMonths,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_overYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusDays_symmetry,0,9,4,3,1,0.06,10,36,1,8,12,2,1,0.4,0.67,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_adjustDayFromLeapYear,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_adjustDayFromMonthLength,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_big,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_invalidTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_invalidTooLargeMaxAddMax,0,3,2,2,1,0.17,6,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_invalidTooLargeMaxAddMin,0,3,2,2,1,0.17,6,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_invalidTooSmall,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_negative,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_negativeAcrossYear,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_negativeOverYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_noChange,0,9,4,3,1,0.06,6,36,1,6,10,2,0,0.38,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_normal,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusMonths_long_overYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_invalidMaxMinusMax,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_invalidMaxMinusMin,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_invalidTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_invalidTooSmall,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_maximum,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_minimum,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_negative,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_negativeAcrossYear,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_negativeOverYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_noChange,0,9,4,3,1,0.06,6,36,1,6,10,2,0,0.38,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_normal,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_overLeapYears,0,10,4,3,1,0.09,6,37,1,8,11,2,1,0.42,0.67,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_overMonths,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_overYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusWeeks_symmetry,0,9,4,3,1,0.06,10,36,1,8,12,2,1,0.4,0.67,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_adjustDay,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_big,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_invalidTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_invalidTooLargeMaxAddMax,0,3,2,2,1,0.17,6,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_invalidTooLargeMaxAddMin,0,3,2,2,1,0.17,6,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_invalidTooSmall,0,3,2,2,1,0.17,87,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_negative,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_noChange,0,9,4,3,1,0.06,6,36,1,6,10,2,0,0.38,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testMinusYears_long_normal,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testNow,0,10,4,3,1,0.29,12,43,1,7,12,1,2,0.37,0.33,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testNow_Clock_allSecsInDay_beforeEpoch,0,27,10,7,1,0.09,18,122,1,20,54,0,3,0.27,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testNow_Clock_allSecsInDay_utc,0,27,10,7,1,0.09,18,122,1,20,54,0,3,0.27,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testNow_Clock_nullClock,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testNow_Clock_nullZoneId,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testNow_Clock_offsets,0,27,10,7,1,0.09,19,122,1,21,53,1,2,0.28,0.33,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlus_MinusAdjuster_null,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlus_PlusAdjuster,0,11,4,3,1,0.05,7,46,1,9,13,1,3,0.41,0.25,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlus_PlusAdjuster_noChange,0,6,2,2,1,0.1,7,25,1,3,7,1,2,0.3,0.33,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlus_PlusAdjuster_null,0,3,2,2,1,0.17,5,11,1,0,6,0,0,0,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlus_PlusAdjuster_zero,0,6,2,2,1,0.1,6,25,1,3,7,1,2,0.3,0.33,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_invalidTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_invalidTooSmall,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_maximum,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_minimum,0,9,4,3,1,0.06,7,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_negative,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_negativeAcrossYear,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_negativeOverYears,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_noChange,0,9,4,3,1,0.06,6,36,1,6,10,2,0,0.38,1,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_normal,0,9,4,3,1,0.06,6,36,1,7,11,1,1,0.39,0.5,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_overflowTooLarge,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
com.helger.commons.datetime.XMLOffsetDateTest.testPlusDays_overflowTooSmall,0,3,2,2,1,0.17,5,11,1,1,5,0,0,0.17,0,0,0
